"DOY","ppfd_in_avg","ppfd_in_sd","ppfd_in_f_avg","ppfd_in_f_sd","gpp_avg","gpp_sd","reco_avg","reco_sd","date","vpd_avg","vpd_sd","Tair_avg","Tair_sd","nee_avg","nee_sd","swc_2.5_10_avg","swc_2.5_10_sd","swc_5_10_avg","swc_5_10_sd","swc_15_20_avg","swc_15_20_sd","swc_25_30_avg","swc_25_30_sd","swc_45_50_avg","swc_45_50_sd","swc_60_70_avg","swc_60_70_sd","swc_90_100_avg","swc_90_100_sd","swc_130_avg","swc_130_sd","Tsoi_2.5_10_avg","Tsoi_2.5_10_sd","precip","ef_avg","ef_sd","swc_all_sd","swc_all_avg","swc_shallow_sd","swc_shallow_avg","swc_deep_sd","swc_deep_avg"
1,NA,NA,305.41086104886,452.715749096032,0.0504212187935484,0.148150950740756,0.286347980561936,0.372408145066389,2011-01-01,0.387987785637308,0.185920237898314,1.33832258064516,3.70093985709123,0.216278883841212,0.429926598853535,7.14948000195833,0.601480274928946,7.5822010923125,0.718573253904692,6.436740033875,0.0598218132095827,5.890518902,0.00552574191421617,6.33299027672917,0.00649520828463219,5.57604078433333,0.00431419768620886,5.59322049197917,0.0056810566548134,5.23993580139583,0.00564800443553366,3.958578125,3.0574841674475,0,0.112830184633594,0.279812510436356,0.168684230305901,6.22514092307292,0.337747240885158,6.76473500753646,0.00276904945747394,5.68554683860938
2,NA,NA,302.518898754927,440.263679993398,0.0239330286433333,0.0787261933290151,0.255604929642292,0.37790533354045,2011-01-02,0.644641236099377,0.472948673764174,5.027125,6.96044181351742,0.231671900998958,0.401877306820611,7.0983300249375,0.435413355724672,7.50306203385417,0.463195742940451,6.5378319570625,0.0634999889980201,5.8946658105,0.00695313174309251,6.33073278529167,0.00555384547728238,5.57751700991667,0.00649469901801403,5.58857535666667,0.00736108045170214,5.25016665935417,0.00785967097974695,5.45517135416667,3.96101599786874,0.254,0.0654352341079282,0.522012635650299,0.115566575848189,6.22261020469792,0.231556582616266,6.75847245658854,0.00408776239104389,5.68674795280729
3,NA,NA,307.243389592479,446.912732593376,0.0754281629452083,0.15634542247198,0.305874153230208,0.424318245552623,2011-01-03,0.684688143030006,0.364029559418535,6.651125,4.65610275177711,0.230445990285,0.501612083805056,7.15752447479167,0.0920174012143283,7.544656067875,0.117807405172587,6.60692277622917,0.0654499114862759,5.90069201066667,0.00905235210843478,6.33397877052083,0.00876920189268235,5.57500312285417,0.00649430627525835,5.5874736904375,0.00505592012671825,5.25771850904167,0.00569607135105838,7.15822447916667,3.99286416295907,0,0.208072641507081,1.36519190563584,0.0221249684660427,6.24549617780208,0.0456622930799206,6.80244883239062,0.00403444933664252,5.68854352321354
4,NA,NA,297.096036044754,432.620234269763,0.048868212093875,0.128874128012937,0.262023842710875,0.435041415437282,2011-01-04,0.461035151831508,0.318532478903256,5.04127083333333,4.70928450878296,0.213155630617,0.481688411334059,7.0007701703125,0.0799380409168457,7.31419189052083,0.082592389279808,6.65545442577083,0.0617873961372099,5.9025436335625,0.0059826622669676,6.34028506583333,0.00542484952374822,5.57645892491667,0.00294196259212143,5.59025128227083,0.00571048169094708,5.25827466685417,0.00589602536791141,7.59773333333333,3.6587445154439,0,0.00708600299540348,0.385020829340451,0.0164833558662883,6.20477875750521,0.0330384258814431,6.71824003004167,0.00251759755861619,5.69131748496875
5,NA,NA,190.491001678349,277.52332865739,0.0281158435652083,0.0744283262270377,0.123626232866667,0.21335945732754,2011-01-05,0.465762438072094,0.331853038870191,5.368375,4.77522736286151,0.0955103893014583,0.241166859626675,6.8776840610625,0.060002075123962,7.13734402297917,0.0511399921273869,6.68725649216667,0.0442286500231614,5.90980021966667,0.00550487372545046,6.34563660789583,0.00728677996066929,5.574240647375,0.00372067337677778,5.59035887589583,0.00561031575703974,5.25585480014583,0.00670243187814373,6.78392395833333,2.45043593357863,0,0.0383495529483269,0.839438417186046,0.0118066639813042,6.17227196589844,0.0206586226331603,6.65302119896875,0.00381123021170247,5.69152273282813
6,NA,NA,235.65512708917,351.52796839892,0.0330585503875,0.176863451179298,0.186458838174167,0.266899742614233,2011-01-06,0.952353716797927,0.507522250862982,10.1631041666667,4.89166981123112,0.153400287786667,0.339273593347819,6.72042539241667,0.0940637396722439,6.97551407397917,0.0870028897124977,6.72875305695833,0.0462508019816309,5.91547258325,0.00839713118334375,6.34896727160417,0.00675256960696269,5.57212344602083,0.00315458441825771,5.58642565091667,0.00708920892809927,5.25252584527083,0.00610221307186532,8.72110520833333,3.23058623794044,0,0.169904160621589,2.20677812289096,0.0182682817902713,6.13752591505208,0.0377148218616361,6.58504127665104,0.00286949383278171,5.69001055345313
7,219.1749135,366.902682792572,317.048073748711,461.065959240357,0.0535176426824444,0.137478657674376,0.29433595260153,0.439040741644565,2011-01-07,1.07927094410934,0.562040405487595,11.3495777777778,5.5082963811166,0.269173888371455,0.490477351961128,6.50951090364583,0.131798206016374,6.73019679129167,0.110253015352994,6.73053421716667,0.0557434593202967,5.92325377489583,0.0077146535303013,6.357596445125,0.00764969304629655,5.57337711233333,0.00761937249986575,5.58275953989583,0.00519569719578497,5.24841657710417,0.0036903708550327,10.779784375,3.84734867968861,0,-0.0815839527281815,0.539822892376917,0.0253021798859342,6.08195567018229,0.051298745152871,6.47337392175,0.00213816719575283,5.69053741861458
8,335.65746,480.423404659393,335.65746,480.423404659393,0.00947085108875,0.0584206572619192,0.205389151034312,0.265622126035917,2011-01-08,0.632286597710986,0.356251280200293,6.38172916666667,4.76479489295155,0.195918299946396,0.278788072324199,6.36161669764583,0.110461878754212,6.49455714825,0.0777713581075078,6.70773305458333,0.054756077955043,5.92504709825,0.006815771757942,6.36382182377083,0.00846176237087153,5.57177316497917,0.00467509973097204,5.58654956445833,0.00202182930510697,5.23756963254167,0.00190412314417549,9.729125,3.45940869646085,0,0.00117186981177461,0.125609394379076,0.0179917855954334,6.0310835230599,0.0366264476425732,6.37223849968229,0.0018236451702457,5.6899285464375
9,327.710455,471.268726818054,327.710455,471.268726818054,0.0684842166960417,0.187947992144035,0.23895066003,0.249425457862613,2011-01-09,0.752159409697616,0.422167328241032,8.3046875,5.06776946257403,0.170466443337542,0.352252768002664,6.22350257704167,0.120562214194902,6.32044622966667,0.0773000737484708,6.70684651022917,0.0544089249565782,5.92394242991667,0.0058692723904067,6.3636502551875,0.00651473555936408,5.57155253564583,0.00462175516117805,5.58420424952083,0.00416534754683342,5.24229887002083,0.00131460196843879,9.85695416666667,3.56823500239582,0,-1.77515562203084,12.2287498008381,0.0193541406079261,5.99205545715365,0.0385025536312601,6.29368443671354,0.00192402507839439,5.69042647759375
10,336.14047875,485.68154209607,336.14047875,485.68154209607,0.0731326091241667,0.143923993640137,0.224285508660625,0.262193691459906,2011-01-10,0.543138017808338,0.373740377975968,6.77754166666667,4.93913356583983,0.15115289953875,0.336153587881841,6.0869367710625,0.122731839112799,6.154025366375,0.0747993421569527,6.69852454902083,0.0562107268422608,5.92739340739583,0.006988256493276,6.36650186452083,0.0094270133373457,5.5703851364375,0.00393454401229566,5.58333520254167,0.00376480203804415,5.2364024350625,0.00983207522848121,9.95318229166667,3.70520709412729,0,0.185970120470554,0.620778008545985,0.0191206907697947,5.95293809155208,0.0375447132325248,6.21672002346354,0.00259848145709858,5.68915615964062
