"DOY","ppfd_in_avg","ppfd_in_sd","ppfd_in_f_avg","ppfd_in_f_sd","gpp_avg","gpp_sd","reco_avg","reco_sd","date","vpd_avg","vpd_sd","Tair_avg","Tair_sd","nee_avg","nee_sd","swc_2.5_10_avg","swc_2.5_10_sd","swc_5_10_avg","swc_5_10_sd","swc_15_20_avg","swc_15_20_sd","swc_25_30_avg","swc_25_30_sd","swc_45_50_avg","swc_45_50_sd","swc_60_70_avg","swc_60_70_sd","swc_90_100_avg","swc_90_100_sd","swc_130_avg","swc_130_sd","Tsoi_2.5_10_avg","Tsoi_2.5_10_sd","precip","ef_avg","ef_sd","swc_all_sd","swc_all_avg","swc_shallow_sd","swc_shallow_avg","swc_deep_sd","swc_deep_avg"
1,328.2019,472.830673279929,328.2019,472.830673279929,0.0885923971786458,0.155592781367575,0.334499034339583,0.27451404322281,2009-01-01,1.10931773640091,0.664688547521534,12.77075,5.6714274292374,0.245906637158771,0.367486176413236,7.94316781220833,0.110652372448042,8.493215893625,0.133685824084137,10.9264687870833,0.0767678795581472,6.0772762528125,0.00759666176993568,6.42229558752083,0.0056826288676897,5.55860321508333,0.0070450797526461,5.54419834239583,0.00448939024730652,5.172795353,0.00628326626796571,10.9501114583333,2.99892200238827,0,0.0703118603131184,0.539197995916239,0.037178000360606,7.01725265546615,0.0749351451144444,8.36003218643229,0.00357160707307124,5.6744731245
2,314.34624,456.316397959798,314.34624,456.316397959798,0.110821505379125,0.161120985551862,0.314834595390208,0.332626721863638,2009-01-02,0.990759878737996,0.548314343533123,12.8199166666667,5.65313653415154,0.204013090004354,0.420029812303069,7.746231405875,0.106482850470416,8.231719767125,0.114420990605123,10.70003695125,0.0673732806052455,6.09714520891667,0.00656443176591557,6.42756422254167,0.00748027264275753,5.562388546125,0.00394087000430043,5.54719299397917,0.00388307695584112,5.16974485529167,0.00931829630008033,10.8650604166667,3.13111889477022,0,0.0328356171314695,0.220675991865085,0.0334423972339095,6.93525299388802,0.0669347772128498,8.19378333329167,0.00387369632001749,5.67672265448437
3,332.61612,479.798762522122,332.61612,479.798762522122,0.0954125288070833,0.152923739379226,0.319264006745417,0.269388983682427,2009-01-03,0.789099313565405,0.51094864290506,12.1080208333333,4.21189692691559,0.223851477944917,0.354872415842544,7.55729727347917,0.101422883265506,7.98373888058333,0.112942867156207,10.4829345795833,0.0603711418630137,6.11773079275,0.00786867563158252,6.43623362629167,0.00515103453802935,5.56534284997917,0.00585365102018426,5.54918866789583,0.00558169057366807,5.17227874827083,0.00958570988661371,11.374040625,2.64809123008173,0,0.17383972728785,0.630667984942347,0.0312850654425962,6.85809317735417,0.0633352076077399,8.03542538159896,0.00288509132168361,5.68076097310937
4,91.1274,141.258093998352,91.1274,141.258093998352,0.186783371095875,0.334454730837538,0.209519525462708,0.146410350624766,2009-01-04,0.325410047525807,0.265319699205643,8.74754166666667,2.08781810121449,0.022736154346875,0.397719867035924,7.97967646029167,0.810696535608997,8.65778104577083,1.18068817863612,10.3425519364583,0.136637759531452,6.1432891736875,0.00841589899768054,6.450257316375,0.00546528243482305,5.568820016,0.00273588814646105,5.55236081160417,0.00374091729322199,5.17843117402083,0.00959743653712347,10.5842916666667,0.641600859663208,7.112,-0.554365730469098,1.70728883705564,0.259285686761373,6.98414599177604,0.518705619026021,8.28082465405208,0.00273765016113437,5.6874673295
5,203.04926,319.384895799708,203.04926,319.384895799708,0.0811280323033333,0.314645112688572,0.400618085742917,0.438109868358072,2009-01-05,0.169562800452762,0.131590761233278,6.11502083333333,2.00646767516241,0.31949005344125,0.585744872265423,9.2011382695,0.194938848176422,10.2706518491042,0.31186058289144,11.839548506875,0.226646173225822,6.15966876308333,0.00792856851909721,6.4581951351875,0.00637526132167585,5.5718508245625,0.00455229348430652,5.55813204027083,0.00627727397155568,5.16771885610417,0.000312955231235327,9.73538020833333,1.43071993295964,0.508,0.658383771282568,12.5636611205765,0.0452739244958039,7.52836303058594,0.0928389582464988,9.36775184714062,0.00321327631085129,5.68897421403125
6,335.046,480.909118045017,335.046,480.909118045017,0.057513599163,0.140903393849257,0.353906303979167,0.380179856718637,2009-01-06,0.466698985763927,0.316884035531223,5.12222916666667,3.96034945395341,0.296392704820063,0.44457838542827,8.83197650170833,0.129697741034064,9.66545173875,0.171265133536016,11.764460681875,0.0816094556046762,6.16356089120833,0.005433722240011,6.45963150441667,0.00581146233368451,5.5770377148125,0.00527236000186167,5.56314757070833,0.00568589361946682,5.16932597166667,0.000790453573862339,8.54411875,2.16468564544072,0,-0.507131942371678,8.64136040594911,0.0461363736014715,7.39932407189323,0.0926714219085693,9.10636245338542,0.00209141672867812,5.69228569040104
7,342.03892,489.00194319876,342.03892,489.00194319876,0.115339039746042,0.213032460322284,0.300854098841042,0.368158518501282,2009-01-07,0.597534265711716,0.400440691462918,6.714375,5.53747223085108,0.185515059092792,0.484520755608295,8.593211109875,0.126355899258164,9.32710392933333,0.145582139005696,11.5292091995833,0.0751998830015972,6.16521741727083,0.00690986091017324,6.45766067360417,0.00684104550607039,5.58033001191667,0.00764202930338567,5.56282521285417,0.00483827093579538,5.17209248504167,0.00422320042510488,7.99588958333333,2.94600420255724,0,0.05253068852958,0.489497859815798,0.0411761206241836,7.2984562549349,0.081299663929069,8.90368541401562,0.00377881391885363,5.69322709585417
8,312.6804,454.275790714732,312.6804,454.275790714732,0.143808794059146,0.256560415280261,0.324202507715625,0.435817625764284,2009-01-08,0.921389451579116,0.604850759426548,10.1544375,6.39997777225611,0.180393713656813,0.580042524951199,8.39923363402083,0.119955975826527,9.04510470089583,0.135046606867865,11.3046888791667,0.0691044150676396,6.1755238423125,0.00599680028251796,6.466746073375,0.0059260860415947,5.57960572535417,0.00773850269443676,5.56669578025,0.00497275287792544,5.17427445558333,0.00899604254150458,8.47818854166667,3.12865262596563,0,0.00447648295005835,0.522184999614065,0.0376795483008029,7.21398413636979,0.075746394991256,8.73113776409896,0.00524063528667146,5.69683050864063
9,338.48134,484.628988049017,338.48134,484.628988049017,0.04367638281875,0.0921281644735994,0.229268743262688,0.29737256535015,2009-01-09,0.895244183191483,0.575628580359183,10.8002916666667,5.47569449576882,0.185592360442125,0.338820589402332,8.198852331375,0.11309563372379,8.77560001560417,0.141080091131684,11.09038728125,0.0674814736527427,6.18842988225,0.00527365163030413,6.4755679005625,0.00611434000457671,5.58252737135417,0.00880175414679255,5.56818697483333,0.00726806896189541,5.175298641625,0.00752037985102705,9.53590520833333,3.01417072968421,0,-0.0270695391164261,0.435029564155723,0.0376691991534696,7.13185629985677,0.0757539672122014,8.56331737761979,0.00502022292318493,5.70039522209375
10,347.63178,496.165000096071,347.63178,496.165000096071,0.0815505536747917,0.151151688180514,0.172097604384479,0.231087358394289,2009-01-10,0.838957101373018,0.514544832728117,8.49389583333333,4.93817463148541,0.0905470507063125,0.322304834270841,8.02593737579167,0.103982665671332,8.51011795633333,0.134335862779922,10.8881452414583,0.0593381044494749,6.19799366039583,0.00593881917171914,6.480096339125,0.00569968395615099,5.585011829,0.00891782648100925,5.57159992425,0.00505173992428605,5.1770633633125,0.00217410026863961,8.73752395833333,2.52152540627037,0,-0.251915591862756,1.63929608842609,0.0351195873019719,7.05449571120833,0.0706506000754704,8.40554855849479,0.0039343087216992,5.70344286392188
